"Abteilung","Suchbegriff","Suchhäufigkeit","ASIN","Nr. 1 der geklickten Titel","Klickfreigabe","Umwandlungs-Anteil","ASIN","Nr. 2 der geklickten Titel","Klickfreigabe","Umwandlungs-Anteil","ASIN","Nr. 3 der geklickten Titel","Klickfreigabe","Umwandlungs-Anteil","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","udo fröhliche","99.03","3942656981","","95.37","73.93","3579072250","Udo Lindenberg liest die Weihnachtsgeschichte nach Udo","1.54","5.33","3455750168","Udo Lindenberg. Panik aus Prinzip: Das Fan-Buch","0.93","3.41","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","udo lindenberg","99.03","B01LYZCIWG","Stärker als die Zeit - LIVE (2 BluRay) [Blu-ray]","30.68","5.41","3942656981","","17.9","2.36","B01C4HHN6K","Stärker als die Zeit","13.1","4.3","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","watch dogs 2 ps4","99.03","B01GQB6NGQ","Watch Dogs 2 - [Playstation 4]","77.29","10.07","B01GQB79D2","Watch Dogs 2 - Gold Edition - [Playstation 4]","6.69","27.19","B01GQB7D1K","Watch Dogs 2 - San Francisco Edition - [Playstation 4]","4.99","26.35","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","weihnachtskalender kinder","99.03","B01CZMWKBW","Craze 53974 - Adventskalender Disney Pixar Finding Dory, sortiert, bunt","4.15","1.93","B01CCT38PK","LEGO City 60133 - LEGO City Adventskalender","3.55","3.84","B019YZ6MU8","Kosmos 631154 - Die drei ??? Adventskalender 2016 - Löse die 24 geheimnisvollen Rätsel auf der Skipiste","3.55","0.39","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","wellington damenuhr","99.03","B00BKQT80Q","Daniel Wellington Damen-Armbanduhr Analog Quarz Leder DW00100036","12.9","4.92","B00BKQT6WQ","Daniel Wellington Damen-Armbanduhr Analog Quarz Leder DW00100035","12.31","5.69","B00BKQT6I0","Daniel Wellington Damen-Armbanduhr Analog Quarz Textil DW00100034","10.61","7.43","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","zimmerbrunnen","99.03","B00MWUFPSI","Innenbrunnen Zimmerbrunnen Zen Wand LED Farbwechselnde Beleuchtung","15.75","8.13","B00MWWKTL4","Innenbrunnen Zimmerbrunnen Wasserfall LED Beleuchtung Farbwechselnd","15.69","15.85","B008PWZJA6","PAJOMA 53516 Zimmerbrunnen Japanese Garden , Kunstharz, Höhe 19 cm","8.96","13.72","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","bandsäge","99.02","B00AEA1Q7M","Scheppach Bandsäge, 230 V, 250 W, HBS20","40","41.91","B004TCVNOW","Makita Bandsäge 900 W, LB1200F","10.27","17.46","B0029WN8KQ","Proxxon 27172 Micro-Bandsäge MBS 240/E","6.08","6.55","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","ein ganzes halbes jahr dvd","99.02","B01GI5ODUI","Ein ganzes halbes Jahr","91.38","30.81","B01GI5O5RY","Ein ganzes halbes Jahr [Blu-ray]","2.07","0.8","B01C6RL7JW","The Choice - Bis zum letzten Tag","1.41","2.27","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","ghostbusters","99.02","B01JKUFC3K","Ghostbusters","33.95","7.08","B01JBB58NM","","23.82","0","B00MH9NEZK","Ghostbusters I & II (2 Discs) (4K Mastered) [Blu-ray]","9.68","10.13","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","hgb","99.02","3423050020","Handelsgesetzbuch HGB: mit Seehandelsrecht, mit Wechselgesetz und Scheckgesetz und Publizitätsgesetz","77.64","42.82","1523200448","","8.92","18.71","3423050012","Bürgerliches Gesetzbuch BGB: mit Allgemeinem Gleichbehandlungsgesetz, BeurkundungsG, BGB-Informationspflichten-Verordnung, Einführungsgesetz","4.11","0.34","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","levis 501","99.02","B01C8NYFNE","","34.66","0","B0080BT2Y6","Levi's Herren Jeans 501-00501 Straight Fit Blue Lane","10.34","0","B01BMDHTPC","","9.76","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","luftpolsterfolie","99.02","B004UEX7KC","BB-Verpackungen Luftpolsterfolie, 0,5 x 50 m - Stärke: echte 60 my, Noppenfolie Blisterfolie Knallfolie Polstermaterial","49.22","16.42","B00191UXEM","Herlitz Luftpolsterfolie, gerollt, 1 Rolle, im Polybeutel, 5 m x 40 cm","15.2","18.45","B004UF5PII","Luftpolsterfolie 1,0 x 100 m - Stärke 60 my - Noppenfolie Blisterfolie Knallfolie Polstermaterial","7.43","7.6","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","schneekugel","99.02","B01FWK6V9G","WeRChristmas, Schneekugel mit Dorfmodell, in Wei&szlig","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","transparentpapier","99.02","B00CW5YKC0","Herlitz 246413 Transparentpapier, 20 x 30 cm, 10 Blatt, 5-er Pack","45.04","24.03","B0015LWOG6","Heyda 204875406 Transparent-Bastelpapier (Bastelmappe, Transparentpapier, 20 cm x 30 cm, 10 Farben)","14.63","19.87","B0009WFNA6","Pelikan 137943 - Transparentpapier, 10 Blatt","12.05","12.14","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","vogelfutter","99.02","B00ANZL2UE","Dehner Natura Wildvogelfutter, schalenfreies Streufutter, 5 l (3.6 kg)","23.89","3.64","B00ET2AZ28","Erdtmanns Fettfutter, 1er Pack (1 x 5 kg)","7.99","3.28","B00B6NJ2NQ","Erdtmanns Streufutter, 1er Pack (1 x 5 kg)","7.09","6.21","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","warcraft","99.02","B01FYOWT4Q","Warcraft: The Beginning [Blu-ray]","72.93","8.84","B01FYOWT8W","Warcraft: The Beginning","7.46","8.08","3833233753","World of Warcraft: Das offizielle Kochbuch","3.11","2.01","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","werkstattwagen","99.02","B00R34Y2O6","","9.23","0","B000K2LLP6","Mannesmann 321-teiliger Werkstattwagen komplett befüllt mit Werkzeugen in 6 Schubladen, M28270","8.85","15.16","B00E8GD216","Meister Werkstattwagen ohne Inhalt, 8986100","8.85","7.58","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","eos 80d","99.01","B01C2XJVPC","Canon EOS 80D SLR-Digitalkamera (24,2 Megapixel, 7,7 cm (3 Zoll) Display, APS-C CMOS Sensor, 45 AF-Kreuzsensoren, DIGIC 6 Bildprozessor, NFC und WLAN, Full HD) nur Gehäuse schwarz","74.63","10.88","B01C2XJWZ6","Canon EOS 80D SLR-Digitalkamera (24,2 Megapixel, 7,7 cm (3 Zoll) Display, DIGIC 6 Bildprozessor, NFC und WLAN, Full HD) Kit inkl. EF-S 18-55mm 1:3,5-5,6 IS STM schwarz","10.88","38.86","B01CJMBXUC","Canon EOS 80D 18-135mm IS USM, 1263C042","3.99","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","feuerwehr","99.01","B00009AWM4","Bruder 02771 - MAN Feuerwehr mit Drehleiter, Wasserpumpe und Light & Sound Modul","10.35","2.71","B00IF1VS7U","PLAYMOBIL 5362 - Feuerwehr-Leiterfahrzeug mit Licht und Sound","6.95","0.51","B00U770FEC","Dickie Toys 203715001 - City Fire Engine, Feuerwehrauto mit manueller Wasserspritze, 31 cm","6.75","5.34","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kabeltrommel","99.01","B0009WDTMU","Brennenstuhl Garant S IP44 Kabeltrommel outdoor 50m, 1198530","15.56","8.04","B00475BHVA","as - Schwabe Kabeltrommel, 25m Kabel, mit Schutzkappen, 16a, 10118","9.66","0.92","B0017VCVGC","Brennenstuhl Garant S IP44 Kabeltrommel outdoor 25m, 1198370","9.49","1.57","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kopfhörer kinder","99.01","B00K78Z6M2","Philips SHK2000BL/00 Leichtkopfhörer inkl. Laustärkebegrenzung blau","32.73","11.44","B00K792ZIO","Philips SHK2000PK/00 Leichtkopfhörer inkl. Laustärkebegrenzung pink","16.35","7.09","B005OQ5GPY","JVC HA-KD5-Y-E Kinder Stereo Kopfhörer gelb","8.35","4.9","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","one piece","99.01","B007PXXN54","One Piece - Box 1: Season 1 (Episoden 1-30) [6 DVDs]","16.95","2.81","B00RNAH6MA","Onepiece Herren Strampelanzug Mono, Einfarbig","12.75","0","B01579KVB6","","9.93","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","rucksack herren","99.01","B0035WJ0HO","Jack Wolfskin Unisex Rucksack Perfect Day, schwarz, 48 x 36 x 4cm, 22 liters, 24040","16.28","5.45","B004CCRUAK","Travelite Rucksack BASICS, schwarz (01), 30x41x20 cm, 22 Liter, 96245-01","11.02","7.42","B00OG4M3EW","PUMA Rucksack Pro Training Backpack, black/white, 31 x 17 x 47 cm, 1.0 liter, 072941 01","6.57","8.22","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","sofa","99.01","B00JQ5XPC0","B-famous PolstereckeHouston-2-Pur Schenkelmaß 226 x 160 cm Materialmix Mikrovelours-Struktur, schwarz / grau","25.5","14.5","B00CGV63CU","b-famous Schlafsofa Ulm Federkern 200 x 91 cm, Mikrofaser-Struktur, schwarz","10.98","12.88","B00S0E2EVG","Zoco Sofa Überwurf Chaise Longue 240 cm. links Frontalsicht - Fb. 26-grau","9.49","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","watchdogs 2","99.01","B01GQB6NGQ","Watch Dogs 2 - [Playstation 4]","66.52","1.63","B01GQB7D1K","Watch Dogs 2 - San Francisco Edition - [Playstation 4]","9.12","5.14","B01GQB6HHG","Watch Dogs 2 - [PC]","4.92","1.38","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","weinkühlschrank","99.01","B002BRDS0O","CASO WineDuett 21 Design Weinkühlschrank für bis zu 21 Flaschen (bis zu 310 mm Höhe), zwei Temperaturzonen 7-18°C","13.82","6.51","B00E0FQTFG","Bomann KSW 344 Weinkühlschrank Freistehend / A / 131 kWh/Jahr / 52.0 cm / 16 Flaschen / elektronische Temperatursteuerung und -einstellung / schwarz","13.08","41.04","B007PRU2X6","Liebherr WTES 5972 Vinidor Weinkühlschrank / 211 bouteilles","10.36","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","bettwäsche 200x200","99","B008VOEC4W","Bierbaum 6277_04 Feinbiber-Bettwäsche Dessin 200 x 200 cm + 2 x  80 x 80 cm, mokka","10.88","2.59","B01D01D6NS","DecoKing 91890 Bettwäsche 200x200 cm mit 2 Kissenbezügen 80x80 grau Blumenmuster Blumen Bettbezüge Microfaser Bettwäschegarnituren weiß anthrazit graphit stahl white grey antrazit steel Hypnosis Calluna","8.14","2.77","B00QQ3Y7PY","AmazonBasics Bettwäsche-Set, Poly-Baumwolle, Rote Streifen, 200 x 200 cm und 2 Kissenbezüge à 50 x 80 cm","7.73","5.22","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","bravo hits 2016","99","B01LZIUHCZ","Bravo The Hits 2016","88.98","23.17","B01MCXSWAH","Die Ultimative Chartshow-Hits 2016","3.83","0.61","B018N37Y18","Bravo Hits,Vol.92","1.17","7.03","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","brio-eisenbahn","99","B01ACE4MIE","BRIO 33773 - Eisenbahn Starter Set A, bunt","10.79","5.68","B00RMLUWGW","BRIO 33727 - Mein Erstes Brio Bahn Spiel Set, Zubehör","7.31","1.46","B01C64OB1Q","BRIO 33844 - Feuerwehr Löschzug, bunt","5.2","1.3","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","canon eos 80d","99","B01C2XJVPC","Canon EOS 80D SLR-Digitalkamera (24,2 Megapixel, 7,7 cm (3 Zoll) Display, APS-C CMOS Sensor, 45 AF-Kreuzsensoren, DIGIC 6 Bildprozessor, NFC und WLAN, Full HD) nur Gehäuse schwarz","69.54","2.71","B01C2XJWZ6","Canon EOS 80D SLR-Digitalkamera (24,2 Megapixel, 7,7 cm (3 Zoll) Display, DIGIC 6 Bildprozessor, NFC und WLAN, Full HD) Kit inkl. EF-S 18-55mm 1:3,5-5,6 IS STM schwarz","15.5","22.42","B01CJMBXUC","Canon EOS 80D 18-135mm IS USM, 1263C042","4.79","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","dji phantom 3","99","B013J39S0M","DJI Phantom 3 Standard","59.43","12.24","B00WAGS478","DJI Phantom III Advanced Quadrocopter mit 1080P HD Kamera","13.17","54.48","B00WAGS5W2","DJI Phantom III Professional Quadrocopter mit 4K Kamera","11.66","13.07","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","fußmatte","99","B00S6CSJZM","Astra FS1618015044 Sauberlaufmatte, Türmatte, Fußmatte Selena für den Innenbereich, 40 x 60 cm, schwarz","17.05","6.75","B00P6BC9UM","Astra FS0610015040 Fußmatte / Sauberlaufmatte Nela, 100 % Polypropylen, 40 x 60 cm, grau","11.18","6.2","B01G91F0BM","Star Wars Yoda Fußmatte, mehrfarbig","6.91","1.97","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","galaxy s7 edge hülle","99","B01CUFNH6G","mumbi double GRIP Hülle für Samsung Galaxy S7 Edge Schutzhülle schwarz","41.71","2.35","B01C42FH4A","mumbi UltraSlim Hülle für Samsung Galaxy S7 Edge Schutzhülle transparent (Ultra Slim - 0.55 mm)","8.4","9.51","B01A5OU154","mumbi Hülle für Samsung Galaxy S7 Edge Schutzhülle","7.85","10.52","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","katzenkalender 2017","99","3895617512","Der literarische Katzenkalender 2017: Zweifarbiger Wochenkalender","11.48","4.35","3848515539","Für Katzenfreunde 2017: Dekorativer Wandkalender mit Monatskalendarium","9.36","5.02","3840771056","Katzenbabys 2017 - Kittens - Broschürenkalender (30 x 60 geöffnet) - Tierkalender - by Sabine Rath - Wandplaner","6.31","3.41","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","malen nach zahlen kinder","99","B002EZZ6US","Ravensburger 27723 - Süsse Ponys - Malen nach Zahlen Junior, 30 x 24 cm (2 Motive)","7","3.77","B01G4PR97Q","Ravensburger Malen nach Zahlen 28027 - Frozen, Malset","6.77","3.47","B002EZZ6U8","Ravensburger 295128 - Süsse Welpen - Malen nach Zahlen, 8,5 x 12 cm","5.03","4.57","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","matratze 90x200","99","B00G96LEPY","Traumnacht 03890460159 Orthopädische Kaltschaummatratze Härtegrad 3 (H3), 90 x 200 cm, weiß","21.9","12.32","B00JGTI4OU","MSS 100700-200.90.11 Easy Active Matratze mit Bezug, 200 x 90 cm","17.54","5.25","B004LAYFGU","Betten-ABC OrthoMatra KSP-500 Traumnacht Orthopädische Kaltschaummatratze (7 Zonen, Raumgewicht RG 30, Höhe 16 cm, Bezug waschbar bis 60 Grad, Größe 90 x 200 cm, Härtegrad H3)","16.19","16.85","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","pebble 2","99","B01KM4NJQA","Pebble 1002-00063 2 HR Smart Watch schwarz","42.2","39.14","B01KM4NAVE","Pebble 1002-00065 2 HR Smart Watch schwarz/rot","20.93","13.06","B01KM4NFD2","Pebble 1001-00057 2 SE Smart Watch schwarz","15.76","13.89","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","polar a360","99","B016BKJW42","Polar Fitnesstracker A360","77.5","0","B016BD6B1G","Polar Fitnesstracker A360, schwarz, L, 90057424","5.5","34.15","B01DK5D9ZO","Polar Armband A360","3.36","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","siku 1 32","99","B003R0PGP4","","5.38","0","B001C76B62","Kids Globe 610410 - Bauernhof Werkstatt Schuppen Maßstab 1:32 41 x 54 x 32 cm, passend zu Siku","2.64","0.53","B00292ANOK","Siku 3059 - Weidemann Hoftrac","2.21","1.86","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","vivoactive hr","99","B01ENLHSRY","","69.96","0","B01BKUB6BA","Garmin vívoactive HR Sport GPS-Smartwatch (integrierte Herzfrequenzmessung am Handgelenk, diverse Sport Apps)","7.79","6.74","B00RE1UL52","Garmin vivoactive Sport GPS-Smartwatch - 3 Wochen Batterielaufzeit, Sport Apps (Laufen, Radfahren, Schwimmen, Golfen)","5.44","7.08","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","der hobbit","98.99","B00QT9MH0C","Die Hobbit Trilogie [3 DVDs]","54.34","12.7","B00QT9MBIA","Der Hobbit: Die Schlacht der fünf Heere","13.77","9.95","B00QT9MFA4","Die Hobbit Trilogie [Blu-ray]","6.6","1.55","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","durchlauferhitzer","98.99","B0017VH4AU","STIEBEL ELTRON DHB 21 ST, elektronisch gesteuerter Durchlauferhitzer, 21 kW, druckfest, 227609","23.09","14.31","B000ONRA4M","STIEBEL ELTRON DNM 3, hydraulisch gesteuerter Mini-Durchlauferhitzer, 3,5 kW, 185411","12.18","15.77","B002SOXAXA","AEG 222162 Huz 5 Basis Kleinspeicher EEK A, 2kW, 5l Untertischspeicher, drucklos","10.66","5.33","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","dvd","98.99","B01IQGHHLY","Dragons - Auf zu neuen Ufern, Vol. 4","8.47","0.49","B0186VAZX6","Fack Ju Göhte 2","5.99","0.79","B015SWA2Z2","Alles steht Kopf","4.19","0.68","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kaffeebohnen","98.99","B000LXZSB2","Lavazza Caffè Crema Classico , 1er Pack (1 x 1 kg Packung)","15.6","5.12","B000MQYM9C","Lavazza Caffè Crema Dolce Kaffeebohnen, (1 x 1kg)","14.6","5.3","B000FIU38Q","Melitta Ganze Kaffeebohnen, 100 % Arabica, vollmundig und ausgewogen, mittlerer Röstgrad, Stärke 3, BellaCrema la Crema, 1000g","9.2","6.6","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","knicklichter","98.99","B0036OHE9C","100 Arm-Knicklichter der Spitzenklasse, KNALLBUNT - 7 Farbmix (205x5mm) inkl. 100 TopFlex-, 2 Dreifach- und 2 Ball-Verbindern, deutsche Prüfnote 1,4","63.14","3.2","B00O1XTSVO","200 Knicklichter, 7 Farbmix, inkl. 200 TopFlex-, 4 Dreifach- und 4 Ball-Verbindern, Testnote: 1,4 ""sehr gut""","12.17","21.81","B00CWAI724","10 Ultra High Power Knicklichter GRÜN! Extrem hell. Extra dick. 150x15mm. Im BIG Sparpack. Neueste Generation. Unter eigenem Label produziert.","5.33","9.4","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","led","98.99","B00HSJFNAS","","21.35","0","B00VQ63HLQ","Philips LEDclassic Lampe ersetzt 60 W, E27, warmweiß (2700K), 806 Lumen, Doppelpack","20.23","3.8","B00H9DY5EI","LED Strip Licht Streifen 5m Band Leiste mit 300 LEDs (SMD 3528) inkl. Netzteil & Fernbedienung","19.95","3.43","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","seattle seahawks","98.99","B01K8WYDUC","","12.51","0","B01MEGPUGK","","8.13","0","B007W2QNQO","Wilson American Football NFL Team Logo Mini Seattle Seahawaks, rotbraun, 1, WTF1533XBSE","4.67","7.42","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","adventskalender mädchen 12 jahre","98.98","B0119NI5SU","BriConti Beauty Adventskalender 2016, 1er Pack","12.57","4.94","B01BESF5O2","Nici 39169 - Adventskalender mit Ayumi Kosmetik befüllt, bunt","11.67","7.6","B014W9KLL2","Weihnachten Adventskalender mit Armb&auml","","","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","cars","98.98","B00MYWGFLU","Mattel Disney Cars CDN64 - Mack Transporter Spielset","13.49","2.26","B004BR3CLW","Dickie Toys 203089501 - RC Lightning McQueen, funkferngesteuerter Rennwagen, 17 cm","7.22","1.73","B015N3ROSO","Mattel Disney Cars DJC57 - Spielbahnen, Superlooping-Starter","6.13","1.93","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kalender 2017 selbst gestalten","98.98","3840778018","Foto-Bastelkalender 2017 - 2 in 1: schwarz und weiss - Bastelkalender: Do it yourself calendar A4 - datiert","28.46","5.65","3840778026","Foto-Bastelkalender 2017 - 2 in 1: schwarz und weiss - Bastelkalender: Do it yourself calendar (21 x 22) - datiert","13.51","2.44","3731820358","Foto-Malen-Basteln A4 schwarz 2017: Kalender zum Selbstgestalten","7.56","4.26","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","marshall","98.98","B00I9VFKKC","Marshall Stanmore Bluetooth-Lautsprecher, schwarz","17.27","16.52","B00ZY1J1JG","Marshall Kilburn portabler Bluetooth Lautsprecher schwarz","13.18","5.57","B00OHW3DF6","Marshall Acton Bluetooth Lautsprecher schwarz","9.21","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","massagegeräte","98.98","B004N3CACQ","Medisana MCN Shiatsu-Massagesitzauflage, schwarz","17.23","1.02","B004N3CAD0","Medisana ITM Intensivmassagegerät mit Wärme- und Rotlichtfunktion (für Akupressur- und Punktmassage)","12.57","1.53","B002TG3PIC","Sanitas SMG 11 Mini-Massager","9.79","7.27","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","paperwhite","98.98","B00QJDO0QC","Kindle Paperwhite eReader, 15 cm (6 Zoll) hochauflösendes Display (300 ppi) mit integrierter Beleuchtung, WLAN (Schwarz) - mit Spezialangeboten","59.35","10.02","B017DOUW76","Kindle Paperwhite eReader, 15 cm (6 Zoll) hochauflösendes Display (300 ppi) mit integrierter Beleuchtung, WLAN (Weiß) - mit Spezialangeboten","14.26","9.77","B00QJDU3KY","Kindle Paperwhite eReader, 15 cm (6 Zoll) hochauflösendes Display (300 ppi) mit integrierter Beleuchtung, WLAN (Schwarz)","11.01","14.1","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","sony xperia z5 hülle","98.98","B016QC8APM","mumbi Schutzhülle Sony Xperia Z5 Hülle transparent weiss (Ultra Slim - 0.55 mm)","86.38","18.4","B014UVDH2M","mumbi Schutzhülle Sony Xperia Z5 Hülle","3.72","17.84","B014UVDNGM","mumbi Tasche im Bookstyle für Sony Xperia Z5 Tasche","2.71","20.61","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","wärmeunterbett","98.98","B00N5TOVAS","Medisana HU 665 Wärmeunterbett (waschbar, für Matrazen bis 200 x 90-100 cm)","26.22","6.16","B0009V6NB0","Beurer UB 75 Wärmeunterbett","13.65","8.95","B00439XOS4","Medisana HUB Wärmeunterbett (2 Temperaturstufen) 150x80cm","12.22","2.55","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","b01kpg55cg|b01kpg55ai","98.97","B01KPG55CG","Die Tribute von Panem - Complete Collection [Blu-ray]","56.31","10.69","B01KPG55AI","Die Tribute von Panem - Complete Collection [8 DVDs]","35","57.69","B01HEL0KRU","Dishonored 2: Das Vermächtnis der Maske - Limited Edition (inkl. Definitive Edition) [PlayStation 4]","2.39","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","brother mfc-j5320dw","98.97","B00NTEL6VG","Brother MFC-J5320DW Farbtintenstrahl-Multifunktionsgerät (Scanner, Kopierer, Drucker, Fax, Duplex, WLAN, USB 2.0) schwarz","89.35","78.34","B014U39JP4","Brother  DCP-J562DW Multifunktionsdrucker Tintenstrahl mit Scan/Copy-Funktion","2.62","1.72","B00N335SWQ","Brother MFC-J5620DW Farbtintenstrahl-Multifunktionsgerät (Scanner, Kopierer, Drucker, Fax) schwarz","1.94","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","cornelia funke","98.97","3791500112","Drachenreiter -Die Feder eines Greifs","25.82","8.27","3791504541","Drachenreiter","13.45","4.63","3596809274","Hinter verzauberten Fenstern: Eine geheimnisvolle Adventsgeschichte","7.95","1.4","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","doctor strange","98.97","B01MFDJ8TR","Doctor Strange [Blu-ray]","47.49","26.02","B01M32ZU2X","Doctor Strange (2D+3D) Steelbook [3D Blu-ray] [Limited Edition]","18.49","6.87","B01M7UAQ4I","","7.14","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","girl on the train","98.97","3764505222","Girl on the Train - Du kennst sie nicht, aber sie kennt dich.: Roman","62.61","45.98","1784161101","The Girl on the Train","28.26","28.2","1508647941","","4.43","8.19","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","karneval der stars 46","98.97","B01M99I2ND","Karneval der Stars 46","89.74","76.81","B01MCS444T","","4.86","0","B01MEEZNOS","Rhingtön Karneval Folge 7","2.72","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","lucinda riley","98.97","3442313961","Die Schattenschwester: Roman - Die sieben Schwestern Band 3","35.38","7.41","3442479711","Die sieben Schwestern: Roman - Die sieben Schwestern Band 1","15.28","6.74","3442313953","Die Sturmschwester: Roman - Die sieben Schwestern Band 2","10.94","4.36","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","nes mini","98.97","B01IFJEWTM","Nintendo Classic Mini: Nintendo Entertainment System","55.75","0","B01N8WYK41","","11.19","0","B01IH5O186","Nintendo Classic Mini: NES-Controller","8.88","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","philips","98.97","B01B1NVCEC","Philips OneBlade QP2530/30, Trimmen, Stylen, Rasieren / 4 Trimmeraufsätze, 1 Ersatzklinge","15.55","2.65","B009567QOI","Philips Living Colors Iris, EEK A, Energiesparende LED-Technologie mit 10 Watt, 16 Millionen Farben, mit Fernbedienung, klar 7099960PH","10.65","3.97","B0053TBSR2","Philips Sonicare HX9332/04 DiamondClean Elektrische Zahnbürste mit Schalltechnologie, weiß","9.88","0.34","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","thermostat heizkörper","98.97","B00NU71Q44","eqiva Heizkörperthermostat Model N, 132231K0A","30.51","18.46","B002BESA6Y","Heimeier Thermostat-Kopf Typ K Nr. 6000-00, weiß, 6000-00.500","11.89","13.71","B01M0GTY4M","tado Smartes Heizkörper-Thermostat Starter Kit für Wohnungen mit Heizkörper-Thermostaten V3 - intelligente Heizungssteuerung per Smartphone","11.54","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","xbox one headset","98.97","B00NGIYFOA","Xbox One Chat Headset","14.47","19.5","B01LZGBUYZ","Xbox Stereo-Headset - Special Edition","12.11","8.36","B00KSVXSZU","Turtle Beach Ear Force XO One Gaming Headset [Xbox One]","10.86","4","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","3d blu ray","98.96","B01KBK3SCK","Star Wars - Das Erwachen der Macht  [3D-Blu-ray] (+ 2D-Blu-ray + Bonus-Blu-ray) [Collector's Edition]","3.78","0.07","B01HIF5VJ4","Ice Age - Kollision voraus! [3D Blu-ray]","2.91","0.19","B007QU5GXS","Avatar - Aufbruch nach Pandora 3D [3D Blu-ray]","2.76","0.13","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","ausstechformen","98.96","B001CWIJKI","KAISER 25 Ausstecher auf Karte Weihnachten Starter-Set mit 25 Ausstecher aus rostfreiem Edelstahl leichtes, präzises Ausstechen sichere, angenehme Handhabung","43.57","3.51","B001FOQJ96","Zenker 7732 Ausstecher-Set, 25-teilig, patisserie","11.86","4.8","B003V7BRQ0","Lurch 10520 Ausstechformen Weihnachten 8-Teilig rot","5.27","2.22","","","","","","","","","","","","","","","","","","","","","",""
